Company,TypeName,Inches,ScreenResolution,Ram,Gpu,OpSys,Weight,ResolutionType,Touchscreen,IPS,CpuSpeed,CpuMark,MemoryGB,MemoryKind,Price
Dell,Notebook,15.6,1366x768,8.0,Intel,Windows 10,2.3,HD,Yes,No,2.4,Intel,1024.0,HDD,24988.8528
MSI,Gaming,17.3,1920x1080,16.0,Nvidia,Windows 10,2.7,Full HD,No,No,2.8,Intel,256.0,SSD,85141.44
Apple,Ultrabook,11.6,1366x768,4.0,Intel,Mac OS X,1.08,HD,No,No,1.6,Intel,256.0,Flash,51095.52
HP,Notebook,15.6,1920x1080,4.0,Intel,Windows 10,2.1,Full HD,No,No,2.0,Intel,1024.0,HDD,25467.84
HP,Ultrabook,14.0,2560x1440,8.0,Intel,Windows 7,1.54,HD,No,No,2.5,Intel,256.0,SSD,117119.5632
Dell,Notebook,15.6,1366x768,4.0,Intel,Windows 7,2.24,HD,No,No,2.3,Intel,500.0,HDD,39267.36
MSI,Gaming,15.6,1920x1080,8.0,Nvidia,Windows 10,2.3,Full HD,No,No,2.6,Intel,128.0,SSD,62284.32
Lenovo,Notebook,13.3,1920x1080,16.0,Intel,Windows 10,1.4,Full HD,No,Yes,2.7,Intel,512.0,SSD,79866.72
Lenovo,Notebook,15.6,1920x1080,6.0,AMD,Windows 10,2.2,Full HD,No,No,3.6,AMD,256.0,SSD,31838.5296
Asus,Ultrabook,13.3,1920x1080,8.0,Intel,Windows 10,1.45,Full HD,No,No,2.5,Intel,256.0,SSD,68198.4
Acer,Notebook,15.6,1366x768,4.0,Intel,Linux,2.4,HD,No,No,2.0,Intel,500.0,HDD,19276.704
Dell,2 in 1 Convertible,17.3,1920x1080,16.0,Nvidia,Windows 10,2.77,Full HD,Yes,No,2.7,Intel,512.0,SSD,95850.72
HP,Notebook,14.0,1920x1080,4.0,Intel,Windows 7,1.54,Full HD,No,No,2.3,Intel,256.0,SSD,58607.4672
Dell,Notebook,14.0,1366x768,4.0,Intel,Windows 10,1.6,HD,No,No,2.5,Intel,500.0,HDD,46620.0
Asus,Gaming,15.6,1920x1080,16.0,Nvidia,Windows 10,2.34,Full HD,No,Yes,2.6,Intel,256.0,SSD,123876.0
Lenovo,Notebook,15.6,1920x1080,8.0,Intel,No OS,2.3,Full HD,No,Yes,2.5,Intel,256.0,SSD,30529.44
Dell,2 in 1 Convertible,13.3,3200x1800,8.0,Intel,Windows 10,1.24,Quad HD,Yes,No,1.2,Intel,256.0,SSD,96596.64
Dell,Notebook,15.6,1366x768,4.0,Intel,Linux,2.2,HD,No,No,1.6,Intel,500.0,HDD,17262.72
HP,Notebook,15.6,1366x768,4.0,AMD,Windows 10,1.86,HD,No,No,2.5,AMD,500.0,HDD,21258.72
Lenovo,Notebook,15.6,1920x1080,6.0,Nvidia,Windows 10,2.4,Full HD,No,No,2.3,Intel,128.0,SSD,30316.32
Lenovo,Notebook,14.0,1920x1080,8.0,Intel,Windows 10,1.9,Full HD,No,Yes,2.3,Intel,256.0,SSD,57116.16
Dell,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.2,HD,No,No,1.6,Intel,500.0,HDD,23655.7872
Asus,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.0,HD,No,No,1.1,Intel,1024.0,HDD,18061.92
Asus,Gaming,17.3,1920x1080,16.0,Nvidia,Windows 10,4.0,Full HD,No,Yes,2.6,Intel,128.0,SSD,101232.0
Dell,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.29,HD,No,No,2.0,Intel,500.0,HDD,26107.2
Lenovo,Notebook,15.6,1920x1080,8.0,AMD,Windows 7,2.32,Full HD,No,No,2.5,Intel,1024.0,Hybrid,47685.6
MSI,Gaming,15.6,1920x1080,8.0,Nvidia,Windows 10,2.4,Full HD,No,No,2.6,Intel,128.0,SSD,65481.12
Lenovo,2 in 1 Convertible,14.0,1920x1080,4.0,Intel,Windows 10,1.8,Full HD,Yes,No,2.3,Intel,128.0,SSD,44382.7728
Asus,Ultrabook,13.3,1920x1080,8.0,Intel,Windows 10,1.2,Full HD,No,Yes,0.9,Intel,512.0,SSD,38841.12
Dell,Notebook,15.6,1366x768,6.0,Intel,Windows 10,2.3,HD,No,No,2.4,Intel,1024.0,HDD,24455.52
Acer,Notebook,15.6,1366x768,4.0,Intel,Linux,2.4,HD,No,No,1.6,Intel,500.0,HDD,15397.92
Dell,Notebook,15.6,1366x768,2.0,Intel,Windows 10,2.2,HD,No,No,1.6,Intel,500.0,HDD,20193.12
Lenovo,Notebook,15.6,1920x1080,8.0,Nvidia,Windows 10,2.6,Full HD,No,Yes,2.6,Intel,1024.0,HDD,47898.72
HP,Notebook,15.6,1920x1080,6.0,AMD,Windows 10,2.04,Full HD,No,No,2.9,AMD,1024.0,Hybrid,29303.4672
Dell,Notebook,15.6,1366x768,8.0,AMD,Linux,2.3,HD,No,No,2.7,Intel,1024.0,HDD,42943.1472
HP,Netbook,11.6,1366x768,2.0,Intel,Windows 10,1.17,HD,No,No,1.6,Intel,32.0,Flash,11135.52
Asus,Notebook,15.6,1366x768,4.0,Nvidia,Windows 10,2.2,HD,No,No,2.5,Intel,500.0,HDD,38378.6496
Lenovo,2 in 1 Convertible,14.0,1920x1080,4.0,Intel,Windows 10,1.8,Full HD,Yes,Yes,2.5,Intel,128.0,SSD,33992.64
Lenovo,2 in 1 Convertible,13.3,3200x1800,16.0,Intel,Windows 10,1.3,Quad HD,Yes,Yes,2.5,Intel,512.0,SSD,79866.72
Lenovo,Notebook,14.0,1366x768,2.0,Intel,Windows 10,1.5,HD,No,No,1.6,Intel,64.0,Flash,12201.12
HP,Notebook,15.6,1366x768,6.0,AMD,Windows 10,2.19,HD,No,No,2.5,Intel,1024.0,HDD,40705.92
Asus,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.2,HD,No,No,1.6,Intel,500.0,HDD,19660.32
Asus,Ultrabook,13.3,1920x1080,8.0,Intel,Windows 10,1.2,Full HD,No,Yes,0.9,Intel,512.0,SSD,38841.12
Dell,Notebook,15.6,1366x768,6.0,Intel,Windows 10,2.3,HD,No,No,2.4,Intel,1024.0,HDD,24455.52
Acer,Notebook,15.6,1366x768,4.0,Intel,Linux,2.4,HD,No,No,1.6,Intel,500.0,HDD,15397.92
Dell,Notebook,15.6,1366x768,2.0,Intel,Windows 10,2.2,HD,No,No,1.6,Intel,500.0,HDD,20193.12
Lenovo,Notebook,15.6,1920x1080,8.0,Nvidia,Windows 10,2.6,Full HD,No,Yes,2.6,Intel,1024.0,HDD,47898.72
HP,Notebook,15.6,1920x1080,6.0,AMD,Windows 10,2.04,Full HD,No,No,2.9,AMD,1024.0,Hybrid,29303.4672
Dell,Notebook,15.6,1366x768,8.0,AMD,Linux,2.3,HD,No,No,2.7,Intel,1024.0,HDD,42943.1472
HP,Netbook,11.6,1366x768,2.0,Intel,Windows 10,1.17,HD,No,No,1.6,Intel,32.0,Flash,11135.52
Asus,Notebook,15.6,1366x768,4.0,Nvidia,Windows 10,2.2,HD,No,No,2.5,Intel,500.0,HDD,38378.6496
Lenovo,2 in 1 Convertible,14.0,1920x1080,4.0,Intel,Windows 10,1.8,Full HD,Yes,Yes,2.5,Intel,128.0,SSD,33992.64
Lenovo,2 in 1 Convertible,13.3,3200x1800,16.0,Intel,Windows 10,1.3,Quad HD,Yes,Yes,2.5,Intel,512.0,SSD,79866.72
Lenovo,Notebook,14.0,1366x768,2.0,Intel,Windows 10,1.5,HD,No,No,1.6,Intel,64.0,Flash,12201.12
HP,Notebook,15.6,1366x768,6.0,AMD,Windows 10,2.19,HD,No,No,2.5,Intel,1024.0,HDD,40705.92
Asus,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.2,HD,No,No,1.6,Intel,500.0,HDD,19660.32
Asus,Ultrabook,13.3,1920x1080,8.0,Intel,Windows 10,1.2,Full HD,No,Yes,0.9,Intel,512.0,SSD,38841.12
Dell,Notebook,15.6,1366x768,6.0,Intel,Windows 10,2.3,HD,No,No,2.4,Intel,1024.0,HDD,24455.52
Acer,Notebook,15.6,1366x768,4.0,Intel,Linux,2.4,HD,No,No,1.6,Intel,500.0,HDD,15397.92
Dell,Notebook,15.6,1366x768,2.0,Intel,Windows 10,2.2,HD,No,No,1.6,Intel,500.0,HDD,20193.12
Lenovo,Notebook,15.6,1920x1080,8.0,Nvidia,Windows 10,2.6,Full HD,No,Yes,2.6,Intel,1024.0,HDD,47898.72
HP,Notebook,15.6,1920x1080,6.0,AMD,Windows 10,2.04,Full HD,No,No,2.9,AMD,1024.0,Hybrid,29303.4672
Dell,Notebook,15.6,1366x768,8.0,AMD,Linux,2.3,HD,No,No,2.7,Intel,1024.0,HDD,42943.1472
HP,Netbook,11.6,1366x768,2.0,Intel,Windows 10,1.17,HD,No,No,1.6,Intel,32.0,Flash,11135.52
Asus,Notebook,15.6,1366x768,4.0,Nvidia,Windows 10,2.2,HD,No,No,2.5,Intel,500.0,HDD,38378.6496
Lenovo,2 in 1 Convertible,14.0,1920x1080,4.0,Intel,Windows 10,1.8,Full HD,Yes,Yes,2.5,Intel,128.0,SSD,33992.64
Lenovo,2 in 1 Convertible,13.3,3200x1800,16.0,Intel,Windows 10,1.3,Quad HD,Yes,Yes,2.5,Intel,512.0,SSD,79866.72
Lenovo,Notebook,14.0,1366x768,2.0,Intel,Windows 10,1.5,HD,No,No,1.6,Intel,64.0,Flash,12201.12
HP,Notebook,15.6,1366x768,6.0,AMD,Windows 10,2.19,HD,No,No,2.5,Intel,1024.0,HDD,40705.92
Asus,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.2,HD,No,No,1.6,Intel,500.0,HDD,19660.32
