Company,TypeName,Inches,ScreenResolution,Ram,Gpu,OpSys,Weight,Cpu_speed,Cpu_mark,Memory_GB,Memory_kind,Price
Acer,Notebook,15.6,1366x768,4,Intel HD Graphics 400,Linux,2.4,1.6,Intel,500.0,HDD,15397.92
Dell,Notebook,15.6,1366x768,2,Intel HD Graphics,Windows 10,2.2,1.6,Intel,500.0,HDD,20193.12
Lenovo,Notebook,15.6,1920x1080,8,Nvidia GeForce GTX 960M,Windows 10,2.6,2.6,Intel,1024.0,HDD,47898.72
HP,Notebook,15.6,1920x1080,6,AMD Radeon R7 M440,Windows 10,2.04,2.9,AMD,1024.0,Hybrid,29303.4672
Dell,Notebook,15.6,1366x768,8,AMD Radeon R5 M430,Linux,2.3,2.7,Intel,1024.0,HDD,42943.1472
HP,Netbook,11.6,1366x768,2,Intel HD Graphics 400,Windows 10,1.17,1.6,Intel,32.0,Flash,11135.52
Asus,Notebook,15.6,1366x768,4,Nvidia GeForce 920M,Windows 10,2.2,2.5,Intel,500.0,HDD,38378.6496
Lenovo,2 in 1 Convertible,14.0,1920x1080,4,Intel HD Graphics 520,Windows 10,1.8,2.5,Intel,128.0,SSD,33992.64
Lenovo,2 in 1 Convertible,13.3,3200x1800,16,Intel HD Graphics 520,Windows 10,1.3,2.5,Intel,512.0,SSD,79866.72
Lenovo,Notebook,14.0,1366x768,2,Intel HD Graphics,Windows 10,1.5,1.6,Intel,64.0,Flash,12201.12
HP,Notebook,15.6,1366x768,6,AMD Radeon R5 M330,Windows 10,2.19,2.5,Intel,1024.0,HDD,40705.92
Asus,Notebook,15.6,1366x768,4,Intel HD Graphics,Windows 10,2.2,1.6,Intel,500.0,HDD,19660.32
